show_id,country_1,country_2,country_3,country_4,country_5,country_6,country_7,country_8,country_9,country_10,country_11,country_12
s3480,null,null,null,null,null,null,null,null,null,null,null,null
s3481,Japan,null,null,null,null,null,null,null,null,null,null,null
s3482,India,null,null,null,null,null,null,null,null,null,null,null
s3483,Turkey,null,null,null,null,null,null,null,null,null,null,null
s3484,Argentina,null,null,null,null,null,null,null,null,null,null,null
s3485,United States,Canada,null,null,null,null,null,null,null,null,null,null
s3486,United States,null,null,null,null,null,null,null,null,null,null,null
s3487,India,null,null,null,null,null,null,null,null,null,null,null
s3488,Hong Kong,China,null,null,null,null,null,null,null,null,null,null
s3489,Mexico,null,null,null,null,null,null,null,null,null,null,null
s3490,United States,null,null,null,null,null,null,null,null,null,null,null
s3491,United States,Mexico,null,null,null,null,null,null,null,null,null,null
s3492,Australia,null,null,null,null,null,null,null,null,null,null,null
s3493,null,null,null,null,null,null,null,null,null,null,null,null
s3494,null,null,null,null,null,null,null,null,null,null,null,null
s3495,United States,null,null,null,null,null,null,null,null,null,null,null
s3496,United States,null,null,null,null,null,null,null,null,null,null,null
s3497,India,null,null,null,null,null,null,null,null,null,null,null
s3498,United States,null,null,null,null,null,null,null,null,null,null,null
s3499,India,null,null,null,null,null,null,null,null,null,null,null
s3500,South Korea,null,null,null,null,null,null,null,null,null,null,null
s3501,United States,null,null,null,null,null,null,null,null,null,null,null
s3502,null,null,null,null,null,null,null,null,null,null,null,null
s3503,Germany,null,null,null,null,null,null,null,null,null,null,null
s3504,Spain,null,null,null,null,null,null,null,null,null,null,null
s3505,United States,null,null,null,null,null,null,null,null,null,null,null
s3506,United States,null,null,null,null,null,null,null,null,null,null,null
s3507,Spain,null,null,null,null,null,null,null,null,null,null,null
s3508,Turkey,null,null,null,null,null,null,null,null,null,null,null
s3509,Canada,null,null,null,null,null,null,null,null,null,null,null
s3510,India,null,null,null,null,null,null,null,null,null,null,null
s3511,South Korea,null,null,null,null,null,null,null,null,null,null,null
s3512,United Kingdom,null,null,null,null,null,null,null,null,null,null,null
s3513,United States,null,null,null,null,null,null,null,null,null,null,null
s3514,United States,null,null,null,null,null,null,null,null,null,null,null
s3515,United States,null,null,null,null,null,null,null,null,null,null,null
s3516,United States,null,null,null,null,null,null,null,null,null,null,null
s3517,India,null,null,null,null,null,null,null,null,null,null,null
s3518,United States,null,null,null,null,null,null,null,null,null,null,null
s3519,United States,null,null,null,null,null,null,null,null,null,null,null
s3520,Japan,null,null,null,null,null,null,null,null,null,null,null
s3521,Turkey,null,null,null,null,null,null,null,null,null,null,null
s3522,France,null,null,null,null,null,null,null,null,null,null,null
s3523,China,null,null,null,null,null,null,null,null,null,null,null
s3524,United States,null,null,null,null,null,null,null,null,null,null,null
s3525,null,null,null,null,null,null,null,null,null,null,null,null
s3526,United States,null,null,null,null,null,null,null,null,null,null,null
s3527,United States,null,null,null,null,null,null,null,null,null,null,null
s3528,United States,null,null,null,null,null,null,null,null,null,null,null
s3529,United States,United Kingdom,null,null,null,null,null,null,null,null,null,null
s3530,United Kingdom,null,null,null,null,null,null,null,null,null,null,null
s3531,India,null,null,null,null,null,null,null,null,null,null,null
s3532,India,null,null,null,null,null,null,null,null,null,null,null
s3533,India,null,null,null,null,null,null,null,null,null,null,null
s3534,Turkey,null,null,null,null,null,null,null,null,null,null,null
s3535,France,null,null,null,null,null,null,null,null,null,null,null
s3536,United States,null,null,null,null,null,null,null,null,null,null,null
s3537,Pakistan,null,null,null,null,null,null,null,null,null,null,null
s3538,India,null,null,null,null,null,null,null,null,null,null,null
s3539,Brazil,United States,null,null,null,null,null,null,null,null,null,null
s3540,null,null,null,null,null,null,null,null,null,null,null,null
s3541,United States,null,null,null,null,null,null,null,null,null,null,null
s3542,Japan,null,null,null,null,null,null,null,null,null,null,null
s3543,Denmark,Brazil,France,Portugal,Sweden,null,null,null,null,null,null,null
s3544,United Kingdom,null,null,null,null,null,null,null,null,null,null,null
s3545,United States,null,null,null,null,null,null,null,null,null,null,null
s3546,United Arab Emirates,null,null,null,null,null,null,null,null,null,null,null
s3547,China,United Kingdom,null,null,null,null,null,null,null,null,null,null
s3548,null,null,null,null,null,null,null,null,null,null,null,null
s3549,Colombia,null,null,null,null,null,null,null,null,null,null,null
s3550,Chile,null,null,null,null,null,null,null,null,null,null,null
s3551,null,null,null,null,null,null,null,null,null,null,null,null
s3552,United Kingdom,United States,null,null,null,null,null,null,null,null,null,null
s3553,Colombia,null,null,null,null,null,null,null,null,null,null,null
s3554,United States,Canada,null,null,null,null,null,null,null,null,null,null
s3555,Spain,null,null,null,null,null,null,null,null,null,null,null
s3556,United States,null,null,null,null,null,null,null,null,null,null,null
s3557,Brazil,null,null,null,null,null,null,null,null,null,null,null
s3558,United States,null,null,null,null,null,null,null,null,null,null,null
s3559,United Kingdom,null,null,null,null,null,null,null,null,null,null,null
s3560,United States,null,null,null,null,null,null,null,null,null,null,null
s3561,Hong Kong,null,null,null,null,null,null,null,null,null,null,null
s3562,United States,null,null,null,null,null,null,null,null,null,null,null
s3563,null,null,null,null,null,null,null,null,null,null,null,null
s3564,India,null,null,null,null,null,null,null,null,null,null,null
s3565,India,null,null,null,null,null,null,null,null,null,null,null
s3566,China,Taiwan,null,null,null,null,null,null,null,null,null,null
s3567,India,null,null,null,null,null,null,null,null,null,null,null
s3568,United States,null,null,null,null,null,null,null,null,null,null,null
s3569,null,null,null,null,null,null,null,null,null,null,null,null
s3570,India,Turkey,null,null,null,null,null,null,null,null,null,null
s3571,null,null,null,null,null,null,null,null,null,null,null,null
s3572,United States,null,null,null,null,null,null,null,null,null,null,null
s3573,Philippines,null,null,null,null,null,null,null,null,null,null,null
s3574,United Kingdom,null,null,null,null,null,null,null,null,null,null,null
s3575,United Kingdom,null,null,null,null,null,null,null,null,null,null,null
s3576,Spain,null,null,null,null,null,null,null,null,null,null,null
s3577,Argentina,null,null,null,null,null,null,null,null,null,null,null
s3578,Russia,null,null,null,null,null,null,null,null,null,null,null
s3579,United States,null,null,null,null,null,null,null,null,null,null,null
s3580,Colombia,null,null,null,null,null,null,null,null,null,null,null
s3581,South Korea,United States,null,null,null,null,null,null,null,null,null,null
s3582,United States,null,null,null,null,null,null,null,null,null,null,null
s3583,United States,null,null,null,null,null,null,null,null,null,null,null
s3584,United States,null,null,null,null,null,null,null,null,null,null,null
s3585,Canada,null,null,null,null,null,null,null,null,null,null,null
s3586,China,null,null,null,null,null,null,null,null,null,null,null
s3587,Spain,null,null,null,null,null,null,null,null,null,null,null
s3588,Spain,null,null,null,null,null,null,null,null,null,null,null
s3589,United States,Japan,null,null,null,null,null,null,null,null,null,null
s3590,India,United States,null,null,null,null,null,null,null,null,null,null
s3591,Taiwan,null,null,null,null,null,null,null,null,null,null,null
s3592,Brazil,null,null,null,null,null,null,null,null,null,null,null
s3593,null,null,null,null,null,null,null,null,null,null,null,null
s3594,India,null,null,null,null,null,null,null,null,null,null,null
s3595,India,null,null,null,null,null,null,null,null,null,null,null
s3596,United States,null,null,null,null,null,null,null,null,null,null,null
s3597,Mexico,null,null,null,null,null,null,null,null,null,null,null
s3598,United States,null,null,null,null,null,null,null,null,null,null,null
s3599,United States,null,null,null,null,null,null,null,null,null,null,null
s3600,null,null,null,null,null,null,null,null,null,null,null,null
s3601,United States,null,null,null,null,null,null,null,null,null,null,null
s3602,United States,null,null,null,null,null,null,null,null,null,null,null
s3603,India,null,null,null,null,null,null,null,null,null,null,null
s3604,United States,null,null,null,null,null,null,null,null,null,null,null
s3605,Brazil,null,null,null,null,null,null,null,null,null,null,null
s3606,United States,null,null,null,null,null,null,null,null,null,null,null
s3607,South Korea,null,null,null,null,null,null,null,null,null,null,null
s3608,Lebanon,null,null,null,null,null,null,null,null,null,null,null
s3609,United States,null,null,null,null,null,null,null,null,null,null,null
s3610,Malaysia,Singapore,Hong Kong,null,null,null,null,null,null,null,null,null
s3611,South Korea,null,null,null,null,null,null,null,null,null,null,null
s3612,South Korea,null,null,null,null,null,null,null,null,null,null,null
s3613,South Korea,null,null,null,null,null,null,null,null,null,null,null
s3614,South Korea,null,null,null,null,null,null,null,null,null,null,null
s3615,South Korea,null,null,null,null,null,null,null,null,null,null,null
s3616,United States,null,null,null,null,null,null,null,null,null,null,null
s3617,India,null,null,null,null,null,null,null,null,null,null,null
s3618,United States,null,null,null,null,null,null,null,null,null,null,null
s3619,Philippines,null,null,null,null,null,null,null,null,null,null,null
s3620,United States,null,null,null,null,null,null,null,null,null,null,null
s3621,United States,null,null,null,null,null,null,null,null,null,null,null
s3622,United States,null,null,null,null,null,null,null,null,null,null,null
s3623,United States,null,null,null,null,null,null,null,null,null,null,null
s3624,United States,Japan,null,null,null,null,null,null,null,null,null,null
s3625,United States,null,null,null,null,null,null,null,null,null,null,null
s3626,Mexico,null,null,null,null,null,null,null,null,null,null,null
s3627,Netherlands,null,null,null,null,null,null,null,null,null,null,null
s3628,United States,null,null,null,null,null,null,null,null,null,null,null
s3629,null,null,null,null,null,null,null,null,null,null,null,null
s3630,United Kingdom,United States,null,null,null,null,null,null,null,null,null,null
s3631,India,null,null,null,null,null,null,null,null,null,null,null
s3632,India,null,null,null,null,null,null,null,null,null,null,null
s3633,Thailand,null,null,null,null,null,null,null,null,null,null,null
s3634,Australia,null,null,null,null,null,null,null,null,null,null,null
s3635,Canada,null,null,null,null,null,null,null,null,null,null,null
s3636,null,null,null,null,null,null,null,null,null,null,null,null
s3637,United States,null,null,null,null,null,null,null,null,null,null,null
s3638,Spain,null,null,null,null,null,null,null,null,null,null,null
s3639,Philippines,Singapore,null,null,null,null,null,null,null,null,null,null
s3640,France,Belgium,null,null,null,null,null,null,null,null,null,null
s3641,South Korea,null,null,null,null,null,null,null,null,null,null,null
s3642,Argentina,null,null,null,null,null,null,null,null,null,null,null
s3643,United States,null,null,null,null,null,null,null,null,null,null,null
s3644,United States,null,null,null,null,null,null,null,null,null,null,null
s3645,Australia,Canada,null,null,null,null,null,null,null,null,null,null
s3646,United States,null,null,null,null,null,null,null,null,null,null,null
s3647,United States,null,null,null,null,null,null,null,null,null,null,null
s3648,Hong Kong,null,null,null,null,null,null,null,null,null,null,null
s3649,Hong Kong,null,null,null,null,null,null,null,null,null,null,null
s3650,Hong Kong,China,null,null,null,null,null,null,null,null,null,null
s3651,Hong Kong,China,null,null,null,null,null,null,null,null,null,null
s3652,Hong Kong,null,null,null,null,null,null,null,null,null,null,null
s3653,Spain,null,null,null,null,null,null,null,null,null,null,null
s3654,United States,null,null,null,null,null,null,null,null,null,null,null
s3655,United States,null,null,null,null,null,null,null,null,null,null,null
s3656,India,null,null,null,null,null,null,null,null,null,null,null
s3657,South Korea,null,null,null,null,null,null,null,null,null,null,null
s3658,United States,null,null,null,null,null,null,null,null,null,null,null
s3659,India,null,null,null,null,null,null,null,null,null,null,null
s3660,United States,null,null,null,null,null,null,null,null,null,null,null
s3661,China,null,null,null,null,null,null,null,null,null,null,null
s3662,India,null,null,null,null,null,null,null,null,null,null,null
s3663,United States,null,null,null,null,null,null,null,null,null,null,null
s3664,Japan,null,null,null,null,null,null,null,null,null,null,null
s3665,Japan,null,null,null,null,null,null,null,null,null,null,null
s3666,Japan,null,null,null,null,null,null,null,null,null,null,null
s3667,Japan,null,null,null,null,null,null,null,null,null,null,null
s3668,United States,null,null,null,null,null,null,null,null,null,null,null
s3669,Spain,null,null,null,null,null,null,null,null,null,null,null
s3670,Sweden,null,null,null,null,null,null,null,null,null,null,null
s3671,Taiwan,China,France,United States,null,null,null,null,null,null,null,null
s3672,null,null,null,null,null,null,null,null,null,null,null,null
s3673,Germany,null,null,null,null,null,null,null,null,null,null,null
s3674,South Korea,null,null,null,null,null,null,null,null,null,null,null
s3675,null,null,null,null,null,null,null,null,null,null,null,null
s3676,France,United States,null,null,null,null,null,null,null,null,null,null
s3677,Germany,Italy,null,null,null,null,null,null,null,null,null,null
s3678,null,null,null,null,null,null,null,null,null,null,null,null
s3679,Spain,null,null,null,null,null,null,null,null,null,null,null
s3680,United States,null,null,null,null,null,null,null,null,null,null,null
s3681,United States,null,null,null,null,null,null,null,null,null,null,null
s3682,Argentina,null,null,null,null,null,null,null,null,null,null,null
s3683,China,null,null,null,null,null,null,null,null,null,null,null
s3684,United States,null,null,null,null,null,null,null,null,null,null,null
s3685,null,null,null,null,null,null,null,null,null,null,null,null
s3686,United States,null,null,null,null,null,null,null,null,null,null,null
s3687,United States,null,null,null,null,null,null,null,null,null,null,null
s3688,Australia,null,null,null,null,null,null,null,null,null,null,null
s3689,Thailand,null,null,null,null,null,null,null,null,null,null,null
s3690,Thailand,null,null,null,null,null,null,null,null,null,null,null
s3691,South Korea,null,null,null,null,null,null,null,null,null,null,null
s3692,United States,null,null,null,null,null,null,null,null,null,null,null
s3693,United States,null,null,null,null,null,null,null,null,null,null,null
s3694,United States,null,null,null,null,null,null,null,null,null,null,null
s3695,France,null,null,null,null,null,null,null,null,null,null,null
s3696,France,null,null,null,null,null,null,null,null,null,null,null
s3697,Japan,null,null,null,null,null,null,null,null,null,null,null
s3698,United States,Spain,null,null,null,null,null,null,null,null,null,null
s3699,Thailand,null,null,null,null,null,null,null,null,null,null,null
s3700,India,null,null,null,null,null,null,null,null,null,null,null
s3701,United States,null,null,null,null,null,null,null,null,null,null,null
s3702,India,null,null,null,null,null,null,null,null,null,null,null
s3703,United States,null,null,null,null,null,null,null,null,null,null,null
s3704,Colombia,Peru,United Kingdom,null,null,null,null,null,null,null,null,null
s3705,United States,null,null,null,null,null,null,null,null,null,null,null
s3706,Australia,null,null,null,null,null,null,null,null,null,null,null
s3707,Mexico,null,null,null,null,null,null,null,null,null,null,null
s3708,Australia,United States,null,null,null,null,null,null,null,null,null,null
s3709,Spain,null,null,null,null,null,null,null,null,null,null,null
s3710,United Kingdom,null,null,null,null,null,null,null,null,null,null,null
s3711,null,null,null,null,null,null,null,null,null,null,null,null
s3712,Mexico,null,null,null,null,null,null,null,null,null,null,null
s3713,Japan,null,null,null,null,null,null,null,null,null,null,null
s3714,India,null,null,null,null,null,null,null,null,null,null,null
s3715,India,null,null,null,null,null,null,null,null,null,null,null
s3716,United States,null,null,null,null,null,null,null,null,null,null,null
s3717,Japan,null,null,null,null,null,null,null,null,null,null,null
s3718,Thailand,China,United States,null,null,null,null,null,null,null,null,null
s3719,Argentina,United States,null,null,null,null,null,null,null,null,null,null
s3720,Colombia,null,null,null,null,null,null,null,null,null,null,null
s3721,Japan,null,null,null,null,null,null,null,null,null,null,null
s3722,United States,null,null,null,null,null,null,null,null,null,null,null
s3723,Argentina,null,null,null,null,null,null,null,null,null,null,null
s3724,Japan,null,null,null,null,null,null,null,null,null,null,null
s3725,Japan,null,null,null,null,null,null,null,null,null,null,null
s3726,United States,null,null,null,null,null,null,null,null,null,null,null
s3727,New Zealand,null,null,null,null,null,null,null,null,null,null,null
s3728,United States,null,null,null,null,null,null,null,null,null,null,null
s3729,Japan,null,null,null,null,null,null,null,null,null,null,null
s3730,India,null,null,null,null,null,null,null,null,null,null,null
s3731,France,null,null,null,null,null,null,null,null,null,null,null
s3732,United States,null,null,null,null,null,null,null,null,null,null,null
s3733,Brazil,null,null,null,null,null,null,null,null,null,null,null
s3734,United States,null,null,null,null,null,null,null,null,null,null,null
s3735,United States,null,null,null,null,null,null,null,null,null,null,null
s3736,Germany,null,null,null,null,null,null,null,null,null,null,null
s3737,Japan,null,null,null,null,null,null,null,null,null,null,null
s3738,Japan,null,null,null,null,null,null,null,null,null,null,null
s3739,Sweden,United States,null,null,null,null,null,null,null,null,null,null
s3740,India,null,null,null,null,null,null,null,null,null,null,null
s3741,India,null,null,null,null,null,null,null,null,null,null,null
s3742,Japan,null,null,null,null,null,null,null,null,null,null,null
s3743,China,null,null,null,null,null,null,null,null,null,null,null
s3744,Spain,null,null,null,null,null,null,null,null,null,null,null
s3745,Belgium,null,null,null,null,null,null,null,null,null,null,null
s3746,United States,null,null,null,null,null,null,null,null,null,null,null
s3747,France,Belgium,null,null,null,null,null,null,null,null,null,null
s3748,Brazil,null,null,null,null,null,null,null,null,null,null,null
s3749,null,null,null,null,null,null,null,null,null,null,null,null
s3750,United States,null,null,null,null,null,null,null,null,null,null,null
s3751,India,null,null,null,null,null,null,null,null,null,null,null
s3752,United States,null,null,null,null,null,null,null,null,null,null,null
s3753,United States,null,null,null,null,null,null,null,null,null,null,null
s3754,United States,null,null,null,null,null,null,null,null,null,null,null
s3755,Mexico,null,null,null,null,null,null,null,null,null,null,null
s3756,Jordan,null,null,null,null,null,null,null,null,null,null,null
s3757,United States,null,null,null,null,null,null,null,null,null,null,null
s3758,Indonesia,null,null,null,null,null,null,null,null,null,null,null
s3759,United States,null,null,null,null,null,null,null,null,null,null,null
s3760,United States,null,null,null,null,null,null,null,null,null,null,null
s3761,Malaysia,null,null,null,null,null,null,null,null,null,null,null
s3762,Uruguay,Spain,Mexico,null,null,null,null,null,null,null,null,null
s3763,United States,null,null,null,null,null,null,null,null,null,null,null
s3764,Spain,null,null,null,null,null,null,null,null,null,null,null
s3765,Australia,null,null,null,null,null,null,null,null,null,null,null
s3766,India,null,null,null,null,null,null,null,null,null,null,null
s3767,France,Luxembourg,Canada,null,null,null,null,null,null,null,null,null
s3768,Germany,null,null,null,null,null,null,null,null,null,null,null
s3769,India,null,null,null,null,null,null,null,null,null,null,null
s3770,United States,null,null,null,null,null,null,null,null,null,null,null
s3771,United States,null,null,null,null,null,null,null,null,null,null,null
s3772,United States,null,null,null,null,null,null,null,null,null,null,null
s3773,Germany,null,null,null,null,null,null,null,null,null,null,null
s3774,Japan,null,null,null,null,null,null,null,null,null,null,null
s3775,United Kingdom,null,null,null,null,null,null,null,null,null,null,null
s3776,Netherlands,null,null,null,null,null,null,null,null,null,null,null
s3777,United States,null,null,null,null,null,null,null,null,null,null,null
s3778,United States,null,null,null,null,null,null,null,null,null,null,null
s3779,United States,null,null,null,null,null,null,null,null,null,null,null
s3780,United States,null,null,null,null,null,null,null,null,null,null,null
s3781,South Korea,null,null,null,null,null,null,null,null,null,null,null
s3782,India,null,null,null,null,null,null,null,null,null,null,null
s3783,Taiwan,null,null,null,null,null,null,null,null,null,null,null
s3784,India,null,null,null,null,null,null,null,null,null,null,null
s3785,Japan,null,null,null,null,null,null,null,null,null,null,null
s3786,Romania,null,null,null,null,null,null,null,null,null,null,null
s3787,Hong Kong,null,null,null,null,null,null,null,null,null,null,null
s3788,Canada,null,null,null,null,null,null,null,null,null,null,null
s3789,India,null,null,null,null,null,null,null,null,null,null,null
s3790,null,null,null,null,null,null,null,null,null,null,null,null
s3791,India,null,null,null,null,null,null,null,null,null,null,null
s3792,China,null,null,null,null,null,null,null,null,null,null,null
s3793,United States,null,null,null,null,null,null,null,null,null,null,null
s3794,South Korea,null,null,null,null,null,null,null,null,null,null,null
s3795,United States,null,null,null,null,null,null,null,null,null,null,null
s3796,United States,null,null,null,null,null,null,null,null,null,null,null
s3797,null,null,null,null,null,null,null,null,null,null,null,null
s3798,Austria,null,null,null,null,null,null,null,null,null,null,null
s3799,United States,null,null,null,null,null,null,null,null,null,null,null
s3800,United States,null,null,null,null,null,null,null,null,null,null,null
s3801,United States,null,null,null,null,null,null,null,null,null,null,null
s3802,United States,null,null,null,null,null,null,null,null,null,null,null
s3803,null,null,null,null,null,null,null,null,null,null,null,null
s3804,United States,Mexico,null,null,null,null,null,null,null,null,null,null
s3805,India,null,null,null,null,null,null,null,null,null,null,null
s3806,United States,null,null,null,null,null,null,null,null,null,null,null
s3807,United States,null,null,null,null,null,null,null,null,null,null,null
s3808,Mexico,null,null,null,null,null,null,null,null,null,null,null
s3809,Mexico,null,null,null,null,null,null,null,null,null,null,null
s3810,Spain,null,null,null,null,null,null,null,null,null,null,null
s3811,Denmark,Spain,null,null,null,null,null,null,null,null,null,null
s3812,Spain,null,null,null,null,null,null,null,null,null,null,null
s3813,United States,null,null,null,null,null,null,null,null,null,null,null
s3814,Philippines,null,null,null,null,null,null,null,null,null,null,null
s3815,null,null,null,null,null,null,null,null,null,null,null,null
s3816,Italy,null,null,null,null,null,null,null,null,null,null,null
s3817,United States,null,null,null,null,null,null,null,null,null,null,null
s3818,United Kingdom,null,null,null,null,null,null,null,null,null,null,null
s3819,United States,null,null,null,null,null,null,null,null,null,null,null
s3820,India,null,null,null,null,null,null,null,null,null,null,null
s3821,United Kingdom,null,null,null,null,null,null,null,null,null,null,null
s3822,United Kingdom,null,null,null,null,null,null,null,null,null,null,null
s3823,India,null,null,null,null,null,null,null,null,null,null,null
s3824,Argentina,null,null,null,null,null,null,null,null,null,null,null
s3825,null,null,null,null,null,null,null,null,null,null,null,null
s3826,United States,null,null,null,null,null,null,null,null,null,null,null
s3827,Japan,null,null,null,null,null,null,null,null,null,null,null
s3828,United States,null,null,null,null,null,null,null,null,null,null,null
s3829,United States,null,null,null,null,null,null,null,null,null,null,null
s3830,United States,null,null,null,null,null,null,null,null,null,null,null
s3831,New Zealand,null,null,null,null,null,null,null,null,null,null,null
s3832,China,Hong Kong,null,null,null,null,null,null,null,null,null,null
s3833,Chile,Argentina,null,null,null,null,null,null,null,null,null,null
s3834,France,null,null,null,null,null,null,null,null,null,null,null
s3835,Hong Kong,China,null,null,null,null,null,null,null,null,null,null
s3836,United States,null,null,null,null,null,null,null,null,null,null,null
s3837,Spain,null,null,null,null,null,null,null,null,null,null,null
s3838,null,null,null,null,null,null,null,null,null,null,null,null
s3839,Brazil,null,null,null,null,null,null,null,null,null,null,null
s3840,China,null,null,null,null,null,null,null,null,null,null,null
s3841,United States,null,null,null,null,null,null,null,null,null,null,null
s3842,United States,null,null,null,null,null,null,null,null,null,null,null
s3843,Taiwan,null,null,null,null,null,null,null,null,null,null,null
s3844,null,null,null,null,null,null,null,null,null,null,null,null
s3845,null,null,null,null,null,null,null,null,null,null,null,null
s3846,null,null,null,null,null,null,null,null,null,null,null,null
s3847,null,null,null,null,null,null,null,null,null,null,null,null
s3848,null,null,null,null,null,null,null,null,null,null,null,null
s3849,null,null,null,null,null,null,null,null,null,null,null,null
s3850,null,null,null,null,null,null,null,null,null,null,null,null
s3851,null,null,null,null,null,null,null,null,null,null,null,null
s3852,null,null,null,null,null,null,null,null,null,null,null,null
s3853,South Korea,null,null,null,null,null,null,null,null,null,null,null
s3854,null,null,null,null,null,null,null,null,null,null,null,null
s3855,Kuwait,null,null,null,null,null,null,null,null,null,null,null
s3856,Lebanon,null,null,null,null,null,null,null,null,null,null,null
s3857,null,null,null,null,null,null,null,null,null,null,null,null
s3858,United Kingdom,Belgium,Sweden,null,null,null,null,null,null,null,null,null
s3859,China,null,null,null,null,null,null,null,null,null,null,null
s3860,United States,null,null,null,null,null,null,null,null,null,null,null
s3861,Mexico,null,null,null,null,null,null,null,null,null,null,null
s3862,Canada,Brazil,null,null,null,null,null,null,null,null,null,null
s3863,Spain,null,null,null,null,null,null,null,null,null,null,null
s3864,United States,null,null,null,null,null,null,null,null,null,null,null
s3865,United Kingdom,null,null,null,null,null,null,null,null,null,null,null
s3866,South Korea,null,null,null,null,null,null,null,null,null,null,null
s3867,United States,null,null,null,null,null,null,null,null,null,null,null
s3868,United States,null,null,null,null,null,null,null,null,null,null,null
s3869,India,null,null,null,null,null,null,null,null,null,null,null
s3870,United States,null,null,null,null,null,null,null,null,null,null,null
s3871,Japan,null,null,null,null,null,null,null,null,null,null,null
s3872,United Kingdom,null,null,null,null,null,null,null,null,null,null,null
s3873,United States,null,null,null,null,null,null,null,null,null,null,null
s3874,Malaysia,null,null,null,null,null,null,null,null,null,null,null
s3875,India,null,null,null,null,null,null,null,null,null,null,null
s3876,Hong Kong,null,null,null,null,null,null,null,null,null,null,null
s3877,Taiwan,null,null,null,null,null,null,null,null,null,null,null
s3878,United States,null,null,null,null,null,null,null,null,null,null,null
s3879,Hong Kong,null,null,null,null,null,null,null,null,null,null,null
s3880,Japan,null,null,null,null,null,null,null,null,null,null,null
s3881,null,null,null,null,null,null,null,null,null,null,null,null
s3882,Taiwan,null,null,null,null,null,null,null,null,null,null,null
s3883,null,null,null,null,null,null,null,null,null,null,null,null
s3884,Taiwan,null,null,null,null,null,null,null,null,null,null,null
s3885,United States,null,null,null,null,null,null,null,null,null,null,null
s3886,India,null,null,null,null,null,null,null,null,null,null,null
s3887,Mexico,United States,null,null,null,null,null,null,null,null,null,null
s3888,United States,null,null,null,null,null,null,null,null,null,null,null
s3889,Colombia,null,null,null,null,null,null,null,null,null,null,null
s3890,Turkey,null,null,null,null,null,null,null,null,null,null,null
s3891,India,null,null,null,null,null,null,null,null,null,null,null
s3892,United States,null,null,null,null,null,null,null,null,null,null,null
s3893,United States,null,null,null,null,null,null,null,null,null,null,null
s3894,null,null,null,null,null,null,null,null,null,null,null,null
s3895,Denmark,null,null,null,null,null,null,null,null,null,null,null
s3896,null,null,null,null,null,null,null,null,null,null,null,null
s3897,null,null,null,null,null,null,null,null,null,null,null,null
s3898,Taiwan,null,null,null,null,null,null,null,null,null,null,null
s3899,Australia,null,null,null,null,null,null,null,null,null,null,null
s3900,India,null,null,null,null,null,null,null,null,null,null,null
s3901,Taiwan,null,null,null,null,null,null,null,null,null,null,null
s3902,Japan,United States,null,null,null,null,null,null,null,null,null,null
s3903,Brazil,null,null,null,null,null,null,null,null,null,null,null
s3904,United States,null,null,null,null,null,null,null,null,null,null,null
s3905,Italy,France,null,null,null,null,null,null,null,null,null,null
s3906,United Kingdom,null,null,null,null,null,null,null,null,null,null,null
s3907,Mexico,null,null,null,null,null,null,null,null,null,null,null
s3908,null,null,null,null,null,null,null,null,null,null,null,null
s3909,United Kingdom,null,null,null,null,null,null,null,null,null,null,null
s3910,null,null,null,null,null,null,null,null,null,null,null,null
s3911,India,null,null,null,null,null,null,null,null,null,null,null
s3912,India,null,null,null,null,null,null,null,null,null,null,null
s3913,United States,null,null,null,null,null,null,null,null,null,null,null
s3914,India,France,null,null,null,null,null,null,null,null,null,null
s3915,India,null,null,null,null,null,null,null,null,null,null,null
s3916,India,null,null,null,null,null,null,null,null,null,null,null
s3917,India,null,null,null,null,null,null,null,null,null,null,null
s3918,India,null,null,null,null,null,null,null,null,null,null,null
s3919,India,null,null,null,null,null,null,null,null,null,null,null
s3920,United States,null,null,null,null,null,null,null,null,null,null,null
s3921,United States,null,null,null,null,null,null,null,null,null,null,null
s3922,Spain,null,null,null,null,null,null,null,null,null,null,null
s3923,Turkey,null,null,null,null,null,null,null,null,null,null,null
s3924,Turkey,null,null,null,null,null,null,null,null,null,null,null
s3925,Italy,null,null,null,null,null,null,null,null,null,null,null
s3926,United States,null,null,null,null,null,null,null,null,null,null,null
s3927,United States,null,null,null,null,null,null,null,null,null,null,null
s3928,United States,null,null,null,null,null,null,null,null,null,null,null
s3929,South Korea,null,null,null,null,null,null,null,null,null,null,null
s3930,Brazil,null,null,null,null,null,null,null,null,null,null,null
s3931,Canada,Germany,null,null,null,null,null,null,null,null,null,null
s3932,United States,null,null,null,null,null,null,null,null,null,null,null
s3933,India,null,null,null,null,null,null,null,null,null,null,null
s3934,null,null,null,null,null,null,null,null,null,null,null,null
s3935,United States,null,null,null,null,null,null,null,null,null,null,null
s3936,United States,null,null,null,null,null,null,null,null,null,null,null
s3937,United Kingdom,null,null,null,null,null,null,null,null,null,null,null
s3938,United States,null,null,null,null,null,null,null,null,null,null,null
s3939,United States,United Kingdom,null,null,null,null,null,null,null,null,null,null
s3940,India,null,null,null,null,null,null,null,null,null,null,null
s3941,Sweden,null,null,null,null,null,null,null,null,null,null,null
s3942,Malaysia,null,null,null,null,null,null,null,null,null,null,null
s3943,Canada,United States,null,null,null,null,null,null,null,null,null,null
s3944,United States,null,null,null,null,null,null,null,null,null,null,null
s3945,Mexico,null,null,null,null,null,null,null,null,null,null,null
